,PC1,PC2
0,0.25157325024581256,-0.10316184517575899
1,-0.0013192005659752057,0.18218846736716302
2,-0.19304366708603768,-0.16023342164938228
3,-0.006139047430717608,-0.2665818281947084
4,0.3920522893499732,-0.38226286227976497
5,-0.1890328232560029,-0.09514467587414191
6,-0.33204014656243075,-0.2855815523114567
7,0.24430201621779657,-0.0001289058307307241
8,-0.306531942822191,-0.2959802637308325
9,0.05427682481527486,-0.2856338961043209
10,-0.24092313892032965,-0.15069207054522346
11,0.13733517000737344,-0.009781322100575567
12,0.09143649650728278,-0.19984101398037354
13,-0.08418129000049838,0.026898969238273077
14,0.3070926500682268,-0.05793878101620955
15,-0.3971299678025361,-0.22663380997367932
16,0.25301400374402944,-0.10629339548371268
17,0.0186889763414964,0.04032364091690811
18,-0.1502874423474591,-0.0790639315381629
19,0.10248053873500161,-0.15587708412577334
20,-0.2053926105858811,-0.1476787322554393
21,-0.050103236867045174,-0.24795554184304114
22,-0.13816940712846185,-0.03392602582611106
23,0.1563595848085844,-0.11786359645077424
24,0.0180954173325373,-0.10583307653925857
25,0.025231726903565344,-0.2154150472767672
26,-0.2535663110871748,-0.23652448384804878
27,-0.1583580049175329,-0.15448223424991955
28,-0.08830073277354672,0.028687919550521253
29,-0.2468602599004185,-0.025324162570801508
30,-0.085566562439752,0.07926579152422822
31,-0.03390319467108414,-0.29831985430031543
32,-0.28113288932962976,-0.14679458716395813
33,-0.1198508068752033,0.17589136927178714
34,0.0755811732034724,-0.15330250442587093
35,-0.007093162894644996,-0.2717482592545917
36,-0.3548750874327089,-0.3026157571301221
37,0.15373752172122507,-0.06872954228509587
38,0.3179251794309519,-0.19250284027946726
39,-0.23253852743589967,0.009366426405622533
40,0.2816919641500769,-0.18469670374229963
41,-0.06739541665730626,-0.20840761550909281
42,0.2789027436349501,-0.23264129956669113
43,0.002584998388845002,-0.007732412454349194
44,-0.057949372628091175,-0.19557305929880045
45,-0.05731919724959893,0.012259220722923807
46,-0.3141792215783931,-0.016572912585042142
47,0.3771041162202693,-0.2782799565466666
48,-0.25712582577123716,-0.08244858474446073
49,-0.032474001976065654,0.06268337758905816
50,0.07074201369601307,-0.12344539951237436
51,0.02744668716934954,-0.2747687533158372
52,0.045646996444553445,-0.14937931814404054
53,-0.06391457647724905,-0.29301245393539266
54,0.005939287915917358,-0.08465684081800509
