,PC1,PC2
Poss,0.403153186381553,-0.24369983062824102
SweeperAvgDist,0.25820147906120006,0.09313097184862718
Per90npxG,0.4189902468362147,-0.06505136592309686
SoT/90,0.41286758693083736,-0.12967027635326572
LongCmp%,0.34228819123832793,-0.26140247641976155
PassTypesTB,0.2377486997952833,0.6388979420067146
SCA90,0.43298853816464516,-0.1588222711496704
TacklesAtt3rd,0.25223463073403574,0.6396441237628661
