,PC1,PC2
0,0.3116728421663266,0.06745789555827525
1,0.11680835797065169,-0.01277101020311057
2,-0.20892188703307532,0.22416088091066322
3,-0.060546035586543284,-0.10455751492899384
4,0.42415782718132783,0.0853986157385146
5,-0.19422225964861406,-0.03186137157182753
6,-0.16258175397524396,0.08831579298061316
7,0.23875416305875283,0.18568852980740896
8,-0.13075182639009528,0.05563260833746177
9,0.04407278608006765,-0.1561913072793368
10,-0.28369246394949604,-0.07897560039069587
11,0.10064479452886137,0.043888127326657284
12,0.07838078598615703,0.13734250949033955
13,-0.16918657377353377,-0.010033775378210024
14,0.35545958402585615,0.42348603311116834
15,-0.38882261996913575,-0.022687325815351694
16,0.30873890982111607,0.2414553231346719
17,0.06435226971555133,0.026665139747006256
18,-0.2020272471654316,0.008754850055795817
19,0.07002179339200576,0.011760372983504323
20,-0.09737440352871347,0.0630875547221621
21,0.0637612672753986,0.07199303307690703
22,-0.09808607572751121,0.21031064314452286
23,0.14854071637673594,0.3826859760271485
24,-0.043473434994763284,-0.20295868620444266
25,0.03992334832714736,-0.06185510137977268
26,-0.34137075796860467,-0.03314448671778367
27,-0.15160215599214183,0.08214205586181275
28,-0.055915685304896316,0.3455138428329091
29,-0.25310470323714673,-0.019204321663992222
30,-0.0831318285452389,-0.16279435551185953
31,-0.06352218795106637,-0.17662255019276835
32,-0.20902493596097407,0.07544501658261493
33,-0.016689199922780784,0.008680442151701752
34,0.0539476059685052,0.07014955634744799
35,-0.12415916737571885,-0.1458727061353629
36,-0.2733155954818691,0.15688171358445707
37,0.26319962429309307,0.14334002571530627
38,0.3117467792810521,-0.09710591375969778
39,-0.2453956255358724,0.14688598654959867
40,0.3404929470217632,-0.05800918513698791
41,-0.05465306782862405,-0.013582655882990841
42,0.10354043702532528,-0.28991451779027716
43,-0.09347733341484904,-0.04563953462218594
44,-0.0909521425863676,0.017712945618892428
45,-0.12795713596404687,0.03018181445921136
46,-0.19432314324183822,0.5232369497045578
47,0.2950199776731394,0.02899201411949093
48,-0.23304013648092572,0.235311222389872
49,-0.05325436703208777,-0.040586635562833234
50,0.08583624245876083,0.04048585618426194
51,0.13852080112401496,0.25607540636720183
52,-0.03783959690938974,-0.07260919691118391
53,-0.027985507330897885,-0.12929016965050108
54,-0.012385921349779647,-0.12726708921561677
55,0.1642071386198471,0.3587689181743389
56,-0.2509941535098509,0.09043808420046492
57,0.005225755040204104,-0.03972771624494799
58,0.4492654807905421,-0.2692573616692661
59,0.12546636129404937,-0.038982744242227405
60,0.2522450542973806,0.4937362451071853
61,0.06170076916549797,-0.12896542912507636
62,0.05306178587402387,-0.1120440151412712
63,-0.023018756707203995,-0.20734655538567864
64,-0.31755823996534277,-0.12733932067594633
65,0.12395287737771354,0.35841770654433086
66,-0.10529799401102664,0.01882907970995973
67,0.3210333105654258,0.2991969651222367
68,0.12484219170520569,-0.12226659628205135
69,-0.0911699485874752,-0.119641696029232
70,-0.2552864551823809,-0.13510585670710815
71,-0.15337819807815933,-0.164628258411337
72,0.11474342830336676,-0.0025940514484331144
73,-0.0510742517945652,-0.17205153367752696
74,0.0502016878091481,-0.08185775349704287
75,-0.021985089408218944,-0.18301310572498183
76,0.11122444915701749,-0.12543618826456593
77,0.1705312312638638,0.5599283460933977
78,-0.21814842864057418,-0.0624551224906264
79,0.01247837930725299,0.025284045867207203
80,0.3953846761998892,0.16538341684110056
81,-0.1496867932077364,-0.02048324564746617
82,-0.18278232756571627,-0.1433653490152619
83,0.07571445126721468,-0.2911524766157003
84,0.19750519355658885,-0.11802265322288345
85,0.011408058271060173,0.07821391738898563
86,-0.1861221164892367,0.09279970402793981
87,0.36093049725895565,-0.1392961540492742
88,-0.39133353659178155,0.07907999507852728
89,0.09732237094218822,-0.001380611862429447
90,-0.21696838119713402,0.013706986250624078
91,-0.060342176754656834,-0.17594374312204905
92,0.17954407927316213,0.33056222026365945
93,-0.14175067133542887,-0.1852274061158848
94,-0.2208570016343723,-0.15190451650744094
95,-0.2108543320087875,0.049209288349654434
96,0.19849291044928585,-0.18495808597340319
97,-0.02577444375246162,-0.004484322013563224
98,-0.13670511529160087,-0.10980821591891628
99,-0.08776746796368595,0.11523532699475376
100,-0.15032501567211,0.06450194487465649
101,0.08611940884924082,-0.2571159357712529
102,0.005734553901554259,-0.20979831423456463
103,0.1764485402820965,-0.34426659490010053
104,-0.1584523280970098,0.12402555163561652
105,-0.11211046385110758,-0.0848479972467148
106,0.2074974308144664,-0.2176223949012988
107,0.07316544997235706,-0.10645890244852674
108,-0.1743624995485918,0.17771162873892182
109,-0.08312370695053792,0.1863101146189148
110,-0.0045357901696052505,-0.23485894034571794
111,0.2621061777222554,-0.023691001384203426
112,-0.23874849507605572,0.12544388902204798
113,0.005976270113466781,0.045644895460052175
114,0.05971392486951422,-0.10234723451989121
115,-0.11044244901572205,0.04690738589338059
116,-0.14281431587437246,0.12360376603040393
117,-0.06278086428194912,0.2023484233700873
118,0.4350552024421112,-0.31696535828778793
119,-0.1249217878284006,-0.001186921767037651
120,0.4779386702706249,-0.31207853185225265
121,0.047126720713564545,-0.06328695881642696
122,0.04556405740171321,0.04541947395920342
123,0.21106923362423455,-0.05673654231634893
124,0.011299338139560546,0.4496888663226474
125,0.0007653913006204078,-0.19632834778723454
126,0.24900077923813824,-0.08124180604994852
127,0.08260297861761087,-0.44007165390660224
128,0.017503544393251955,0.21207336539893323
129,-0.026990473808812917,-0.10032445729042079
130,-0.019226633716544747,0.20988010642866625
131,0.11437332396239319,0.16397126692906477
132,0.6086664634082185,0.20396297263352656
133,-0.025274704003539324,-0.15663062785380336
134,0.13646383117007893,-0.1610711885386669
135,-0.13600230341515307,0.12010646028761075
136,-0.3070300848923406,-0.05353344393397118
137,0.055235350133761914,0.04940274931869799
138,-0.28958174524443486,-0.08798609754683702
139,-0.15025021151677742,-0.05733690595419313
140,-0.06639002350110898,-0.062044034801203865
141,0.09442222286183671,-0.08258462737268413
142,-0.036898696618928195,-0.23358509241163378
143,-0.0980910007108754,0.0493139405837662
144,0.294708015850138,-0.0410839305256024
145,-0.2516351722062287,0.06650431329376541
146,-0.0990367864144224,0.05483657211866053
147,0.4065620278396939,0.2141140163557069
148,-0.04488405085614351,-0.07375872336646037
149,-0.16787991618320355,-0.17698194953195842
150,0.181781664958073,0.5240350623642042
151,0.1282485213687241,0.015258442925990828
152,0.026845856618650462,0.025005220175344435
153,0.23445571322428238,-0.16378757076046438
154,-0.33948982463438254,0.061590553041115936
155,-0.09135011734897028,-0.11173739032506368
156,0.08130593851802759,-0.02477942250184433
157,0.01892537900451048,0.20002467468976956
158,-0.03552147590502813,-0.028551326825046526
159,-0.19480096840979408,-0.00015435683445253463
160,-0.013217298712569065,-0.094728482759754
161,0.08731893960326975,-0.06365040924146079
162,-0.08174657213985412,-0.12341773662938
163,0.11594646210260239,0.14430101719897565
164,-0.2608741625959661,0.25790450337208787
165,0.006121849193863006,-0.1872084123140042
166,-0.02134186553661299,0.13636459329275816
167,0.03940744778415124,-0.15490015144656055
168,0.23440657980033366,-0.2005645294889627
169,0.08183834393312305,0.2358879204893867
170,0.2530118473919895,0.07824268862093411
171,0.27772185850504855,-0.20893588548924863
172,0.12080705124070001,-0.28064738700038794
173,-0.17570926555951144,-0.06191580420859681
174,-0.08741737254260909,0.11554387373641711
175,0.1290230362783054,-0.05149755386650205
176,-0.2738687758997622,0.0814700952376479
